order_id,customer_id,restaurant_id,partner_id,order_date,order_value,company_commission,delivery_fee,delivery_time_minutes,order_status,customer_rating,customer_name,customer_city,age,gender,signup_date,restaurant_name,restaurant_city,cuisine,rating,partner_since,partner_name,partner_city,Vehicle_Types,Experience,Joining_date,payment_id,payment_method,payment_status,payment_amount,payment_date,Month,Weekday,Month_Name,Order_Size,Is_Weekend
O01286,C0157,R0019,P0004,2025-06-16,795,159.0,30,51.0,Delivered,1.8,Kishan,Ahmedabad,59,Female,2026-04-21,Tadka Town,Chennai,Chinese,good,2023-11-23,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY01286,UPI,Success,825,2025-06-16,2025-06,Monday,June,Low,False
O01287,C0751,R0046,P0012,2026-02-12,944,188.8,30,48.0,Delivered,4.1,Aditiya,Delhi,44,Male,2025-01-29,The Green Chutney,Bangalore,Pizza,good,2023-07-24,Ramesh,Pune,Scooter,0,2024-04-07,PAY01287,COD,Success,974,2026-02-12,2026-02,Thursday,February,Low,False
O01288,C0434,R0005,P0014,2025-06-17,303,60.6,40,29.0,Delivered,1.2,Harsh,Delhi,28,Male,2024-12-30,Tadka Town,Pune,North Indian,good,2024-02-07,Rajesh,Surat,Bike,8,2026-01-31,PAY01288,Debit Card,Success,343,2025-06-17,2025-06,Tuesday,June,Low,False
O01289,C0919,R0009,P0038,2025-10-15,440,88.0,40,48.0,Delivered,2.8,Pranjal,Ahmedabad,18,Male,2025-03-16,Tadka Town,Ahmedabad,Mexican,good,2024-09-28,Shiv,Mumbai,Bike,5,2024-03-02,PAY01289,UPI,Success,480,2025-10-15,2025-10,Wednesday,October,Low,False
O01290,C0674,R0034,P0049,2025-09-06,133,26.6,40,32.0,Delivered,2.7,Vivan,Bangalore,29,Male,2026-02-07,Curry Cartel,Surat,South Indian,good,2024-12-30,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY01290,Credit Card,Success,173,2025-09-06,2025-09,Saturday,September,Low,True
O01291,C0583,R0013,P0010,2026-01-29,651,130.2,30,58.0,Delivered,4.6,Vihaan,Mumbai,55,Male,2024-10-30,The Chaat Chart,Surat,Pizza,good,2026-03-07,Suresh,Bangalore,Scooter,0,2025-06-15,PAY01291,UPI,Success,681,2026-01-29,2026-01,Thursday,January,Low,False
O01292,C0932,R0090,P0017,2025-09-01,1757,351.4,20,53.0,Delivered,2.2,Vihaan,Hyderabad,60,Male,2025-01-01,Curry Cartel,Chennai,South Indian,good,2023-10-21,Shiv,Delhi,Bike,4,2024-12-22,PAY01292,UPI,Success,1777,2025-09-01,2025-09,Monday,September,High,False
O01293,C0789,R0033,P0037,2024-09-21,972,194.4,30,45.0,Delivered,1.4,Krishna,Delhi,31,Female,2026-03-18,The Chaat Chart,Delhi,Biryani,good,2023-10-07,Bajraj,Surat,Scooter,7,2025-05-02,PAY01293,COD,Success,1002,2024-09-21,2024-09,Saturday,September,Low,True
O01294,C0632,R0092,P0049,2025-10-02,202,40.4,40,36.0,Delivered,2.3,Vihaan,Hyderabad,42,Male,2025-05-16,The Green Chutney,Delhi,North Indian,good,2025-09-04,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY01294,Credit Card,Success,242,2025-10-02,2025-10,Thursday,October,Low,False
O01295,C0273,R0052,P0002,2025-11-09,1394,278.8,20,59.0,Delivered,4.0,Mudra,Delhi,29,Female,2025-10-05,The Green Chutney,Bangalore,Biryani,good,2026-04-25,sanjay,Bangalore,Bike,8,2025-10-08,PAY01295,UPI,Success,1414,2025-11-09,2025-11,Sunday,November,High,True
O01296,C0168,R0042,P0046,2024-07-10,838,167.6,30,24.0,Delivered,1.1,Arjun,Surat,18,Male,2025-09-01,Wok & Tikka,Mumbai,Biryani,good,2025-08-25,Kushal,Delhi,Bike,2,2025-02-05,PAY01296,UPI,Success,868,2024-07-10,2024-07,Wednesday,July,Low,False
O01297,C0817,R0076,P0043,2025-07-15,412,82.4,40,53.0,Delivered,3.5,Harsh,Chennai,41,Female,2026-01-30,Dal Roti Wala,Ahmedabad,SizzlerItalian,good,2023-07-28,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY01297,COD,Success,452,2025-07-15,2025-07,Tuesday,July,Low,False
O01298,C0877,R0049,P0016,2024-10-02,439,87.8,40,45.0,Delivered,2.6,Mudra,Chennai,60,Male,2026-05-30,Dal Roti Wala,Pune,Nachos,good,2024-08-23,sanjay,Ahmedabad,Scooter,9,2023-11-09,PAY01298,UPI,Success,479,2024-10-02,2024-10,Wednesday,October,Low,False
O01299,C0728,R0085,P0010,2025-01-31,209,41.8,40,26.0,Delivered,2.4,Isha,Pune,38,Female,2026-02-02,Naan Stop,Mumbai,South Indian,good,2023-08-16,Suresh,Bangalore,Scooter,0,2025-06-15,PAY01299,UPI,Success,249,2025-01-31,2025-01,Friday,January,Low,False
O01300,C0363,R0046,P0001,2024-12-24,155,31.0,40,24.0,Delivered,1.5,Ayushi,Hyderabad,24,Female,2025-05-08,The Green Chutney,Bangalore,Pizza,good,2023-07-24,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY01300,UPI,Success,195,2024-12-24,2024-12,Tuesday,December,Low,False
O01301,C0447,R0057,P0032,2024-11-04,188,37.6,40,41.0,Delivered,1.1,Mahek,Bangalore,34,Female,2024-12-06,Dal Roti Wala,Bangalore,Chinese,good,2024-01-12,sanjay,Delhi,Scooter,1,2025-02-18,PAY01301,UPI,Success,228,2024-11-04,2024-11,Monday,November,Low,False
O01302,C0481,R0007,P0043,2025-01-20,267,53.4,40,33.0,Delivered,4.8,Aditiya,Bangalore,41,Female,2024-12-22,The Green Chutney,Delhi,Nachos,good,2023-07-15,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY01302,UPI,Success,307,2025-01-20,2025-01,Monday,January,Low,False
O01303,C0460,R0089,P0002,2024-06-29,243,48.6,40,43.0,Delivered,4.6,Dimple,Mumbai,32,Female,2025-12-25,Wok & Tikka,Delhi,Biryani,good,2024-05-29,sanjay,Bangalore,Bike,8,2025-10-08,PAY01303,UPI,Success,283,2024-06-29,2024-06,Saturday,June,Low,True
O01304,C0844,R0042,P0030,2025-12-04,226,45.2,40,36.0,Delivered,3.7,Dimple,Chennai,42,Female,2024-07-27,Wok & Tikka,Mumbai,Biryani,good,2025-08-25,Suresh,Pune,Scooter,5,2026-02-17,PAY01304,UPI,Success,266,2025-12-04,2025-12,Thursday,December,Low,False
O01305,C0620,R0033,P0015,2024-07-09,197,39.4,40,58.0,Delivered,1.4,Dimple,Mumbai,38,Female,2025-12-16,The Chaat Chart,Delhi,Biryani,good,2023-10-07,sanjay,Bangalore,Cycle,6,2025-01-09,PAY01305,COD,Success,237,2024-07-09,2024-07,Tuesday,July,Low,False
O01306,C0128,R0037,P0005,2025-05-01,462,92.4,40,33.0,Delivered,1.2,Vivan,Pune,36,Male,2024-09-21,The Chaat Chart,Bangalore,Mexican,good,2026-02-26,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY01306,UPI,Success,502,2025-05-01,2025-05,Thursday,May,Low,False
O01307,C0857,R0081,P0023,2025-01-29,462,92.4,40,37.0,Delivered,3.9,Harsh,Hyderabad,60,Female,2025-02-03,The Midnight Masala,Pune,South Indian,good,2023-10-05,Bajraj,Delhi,Bike,1,2025-02-09,PAY01307,UPI,Success,502,2025-01-29,2025-01,Wednesday,January,Low,False
O01308,C0735,R0004,P0027,2026-02-24,469,93.8,40,49.0,Delivered,5.0,Vivan,Delhi,59,Male,2025-04-05,Wok & Tikka,Pune,North Indian,good,2024-10-27,Suresh,Delhi,Scooter,2,2023-07-11,PAY01308,COD,Success,509,2026-02-24,2026-02,Tuesday,February,Low,False
O01309,C0255,R0059,P0007,2026-04-27,1128,225.6,20,53.0,Delivered,4.4,Mahek,Hyderabad,42,Male,2026-03-11,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Ramesh,Delhi,Bike,3,2024-01-13,PAY01309,UPI,Success,1148,2026-04-27,2026-04,Monday,April,High,False
O01310,C0603,R0036,P0040,2025-06-12,125,25.0,40,47.0,Delivered,3.8,Harsh,Pune,50,Male,2024-08-10,Tadka Town,Delhi,SizzlerItalian,good,2025-06-26,Vihaan,Ahmedabad,Bike,4,2026-02-19,PAY01310,UPI,Success,165,2025-06-12,2025-06,Thursday,June,Low,False
O01311,C0102,R0019,P0042,2024-12-09,1281,256.2,20,41.0,Delivered,1.1,Harsh,Hyderabad,30,Female,2024-12-05,Tadka Town,Chennai,Chinese,good,2023-11-23,Rajesh,Pune,Bike,8,2025-08-17,PAY01311,COD,Failed,1301,2024-12-09,2024-12,Monday,December,High,False
O01312,C0162,R0027,P0050,2024-08-28,114,22.8,40,20.0,Delivered,2.1,Arjun,Ahmedabad,46,Female,2024-11-25,The Green Chutney,Hyderabad,SizzlerItalian,good,2023-07-20,Shiv,Mumbai,Cycle,3,2023-07-26,PAY01312,UPI,Success,154,2024-08-28,2024-08,Wednesday,August,Low,False
O01313,C0856,R0095,P0018,2025-11-17,1412,282.4,20,42.0,Delivered,1.8,Ayushi,Hyderabad,46,Male,2025-11-13,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Bajraj,Pune,Scooter,5,2026-04-20,PAY01313,UPI,Success,1432,2025-11-17,2025-11,Monday,November,High,False
O01314,C0234,R0014,P0027,2025-05-15,363,72.6,40,30.0,Delivered,3.1,Arjun,Delhi,39,Male,2026-01-26,The Midnight Masala,Pune,South Indian,good,2025-09-27,Suresh,Delhi,Scooter,2,2023-07-11,PAY01314,Credit Card,Success,403,2025-05-15,2025-05,Thursday,May,Low,False
O01315,C0572,R0031,P0044,2025-05-24,708,141.6,30,55.0,Delivered,3.0,Mahek,Delhi,53,Female,2026-03-07,Dal Roti Wala,Delhi,South Indian,good,2024-05-13,Ramesh,Pune,Bike,6,2024-08-10,PAY01315,UPI,Success,738,2025-05-24,2025-05,Saturday,May,Low,True
O01316,C0037,R0041,P0048,2025-03-24,565,113.0,30,28.0,Delivered,1.0,Isha,Delhi,23,Female,2024-12-15,Dal Roti Wala,Surat,SizzlerItalian,good,2025-08-04,Ramesh,Bangalore,Bike,4,2023-09-12,PAY01316,Credit Card,Success,595,2025-03-24,2025-03,Monday,March,Low,False
O01317,C0067,R0061,P0010,2024-09-30,233,46.6,40,58.0,Delivered,3.6,Krishna,Mumbai,47,Male,2025-10-19,The Midnight Masala,Delhi,Nachos,good,2025-01-18,Suresh,Bangalore,Scooter,0,2025-06-15,PAY01317,Credit Card,Success,273,2024-09-30,2024-09,Monday,September,Low,False
O01318,C0213,R0011,P0042,2025-08-14,838,167.6,30,45.0,Delivered,1.3,Arjun,Delhi,55,Male,2025-01-30,Curry Cartel,Delhi,North Indian,good,2025-12-22,Rajesh,Pune,Bike,8,2025-08-17,PAY01318,UPI,Success,868,2025-08-14,2025-08,Thursday,August,Low,False
O01319,C0794,R0006,P0004,2024-07-06,1284,256.8,20,51.0,Delivered,3.3,Aditiya,Ahmedabad,51,Male,2025-09-04,Naan Stop,Bangalore,Gujarati,good,2024-08-28,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY01319,UPI,Success,1304,2024-07-06,2024-07,Saturday,July,High,True
O01320,C0212,R0092,P0038,2026-01-16,433,86.6,40,56.0,Delivered,1.7,Aditiya,Hyderabad,23,Female,2025-10-27,The Green Chutney,Delhi,North Indian,good,2025-09-04,Shiv,Mumbai,Bike,5,2024-03-02,PAY01320,UPI,Success,473,2026-01-16,2026-01,Friday,January,Low,False
O01321,C0822,R0079,P0008,2025-07-18,685,137.0,30,21.0,Delivered,1.6,Pranjal,Bangalore,44,Female,2024-10-27,Tadka Town,Mumbai,North Indian,good,2026-05-13,Bajraj,Chennai,Cycle,10,2025-02-06,PAY01321,UPI,Success,715,2025-07-18,2025-07,Friday,July,Low,False
O01322,C0683,R0074,P0014,2025-05-22,391,78.2,40,23.0,Delivered,1.8,Arya,Bangalore,18,Female,2026-05-04,The Green Chutney,Pune,Chinese,good,2025-07-27,Rajesh,Surat,Bike,8,2026-01-31,PAY01322,UPI,Success,431,2025-05-22,2025-05,Thursday,May,Low,False
O01323,C0737,R0007,P0021,2024-06-28,887,177.4,30,47.0,Delivered,2.4,Arya,Hyderabad,24,Male,2025-05-24,The Green Chutney,Delhi,Nachos,good,2023-07-15,Shiv,Mumbai,Scooter,10,2023-07-25,PAY01323,UPI,Success,917,2024-06-28,2024-06,Friday,June,Low,False
O01324,C0047,R0018,P0001,2025-11-04,1078,215.6,20,42.0,Delivered,2.9,Arjun,Chennai,49,Male,2025-05-02,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY01324,UPI,Success,1098,2025-11-04,2025-11,Tuesday,November,High,False
O01325,C0637,R0053,P0036,2024-12-19,834,166.8,30,41.0,Delivered,3.9,Mudra,Surat,41,Female,2024-06-30,Wok & Tikka,Chennai,Pizza,good,2023-11-10,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY01325,UPI,Success,864,2024-12-19,2024-12,Thursday,December,Low,False
O01326,C0751,R0051,P0020,2026-04-24,213,42.6,40,48.0,Delivered,4.6,Aditiya,Delhi,44,Male,2025-01-29,The Green Chutney,Bangalore,Chinese,good,2023-09-14,Suresh,Delhi,Scooter,0,2024-10-19,PAY01326,UPI,Success,253,2026-04-24,2026-04,Friday,April,Low,False
O01327,C0275,R0026,P0020,2025-09-30,192,38.4,40,42.0,Delivered,4.6,Mahek,Surat,29,Male,2025-03-17,Dal Roti Wala,Hyderabad,Biryani,good,2026-05-17,Suresh,Delhi,Scooter,0,2024-10-19,PAY01327,COD,Success,232,2025-09-30,2025-09,Tuesday,September,Low,False
O01328,C0437,R0030,P0014,2026-04-04,1523,304.6,20,52.0,Delivered,3.3,Arjun,Hyderabad,43,Female,2026-05-31,Curry Cartel,Ahmedabad,Mexican,good,2026-01-20,Rajesh,Surat,Bike,8,2026-01-31,PAY01328,UPI,Success,1543,2026-04-04,2026-04,Saturday,April,High,True
O01329,C0653,R0016,P0017,2024-07-04,853,170.6,30,24.0,Delivered,3.1,Harsh,Chennai,44,Female,2024-07-10,Naan Stop,Surat,South Indian,good,2024-01-15,Shiv,Delhi,Bike,4,2024-12-22,PAY01329,UPI,Success,883,2024-07-04,2024-07,Thursday,July,Low,False
O01330,C0392,R0063,P0001,2026-05-16,851,170.2,30,52.0,Delivered,2.3,Harsh,Hyderabad,26,Female,2025-09-01,Wok & Tikka,Bangalore,Mexican,good,2026-02-17,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY01330,UPI,Success,881,2026-05-16,2026-05,Saturday,May,Low,True
O01331,C0282,R0100,P0002,2025-04-16,755,151.0,30,32.0,Delivered,1.6,Mudra,Pune,20,Female,2026-02-17,The Green Chutney,Delhi,Chinese,good,2026-04-08,sanjay,Bangalore,Bike,8,2025-10-08,PAY01331,UPI,Success,785,2025-04-16,2025-04,Wednesday,April,Low,False
O01332,C0317,R0093,P0035,2025-11-10,519,103.8,30,55.0,Delivered,1.7,Arjun,Bangalore,23,Male,2024-08-23,Dal Roti Wala,Hyderabad,Chinese,good,2026-05-03,Suresh,Chennai,Bike,6,2026-05-31,PAY01332,COD,Success,549,2025-11-10,2025-11,Monday,November,Low,False
O01333,C0115,R0054,P0015,2024-10-12,498,99.6,40,60.0,Delivered,3.3,Mahek,Delhi,36,Male,2025-11-25,Curry Cartel,Hyderabad,SizzlerItalian,good,2024-11-08,sanjay,Bangalore,Cycle,6,2025-01-09,PAY01333,UPI,Success,538,2024-10-12,2024-10,Saturday,October,Low,True
O01334,C0010,R0060,P0028,2025-11-09,760,152.0,30,50.0,Delivered,2.8,Vivan,Chennai,55,Male,2024-07-07,Tadka Town,Pune,Biryani,good,2023-11-28,Bajraj,Ahmedabad,Scooter,7,2024-10-24,PAY01334,UPI,Success,790,2025-11-09,2025-11,Sunday,November,Low,True
O01335,C0082,R0030,P0017,2024-12-01,1371,274.2,20,41.0,Delivered,1.6,Kishan,Pune,19,Male,2025-05-23,Curry Cartel,Ahmedabad,Mexican,good,2026-01-20,Shiv,Delhi,Bike,4,2024-12-22,PAY01335,UPI,Success,1391,2024-12-01,2024-12,Sunday,December,High,True
O01336,C0240,R0060,P0008,2024-11-29,1178,235.6,20,58.0,Delivered,4.6,Aditiya,Mumbai,55,Male,2024-07-25,Tadka Town,Pune,Biryani,good,2023-11-28,Bajraj,Chennai,Cycle,10,2025-02-06,PAY01336,COD,Success,1198,2024-11-29,2024-11,Friday,November,High,False
O01337,C0899,R0004,P0039,2025-03-10,647,129.4,30,38.0,Delivered,4.6,Arya,Ahmedabad,55,Female,2025-12-11,Wok & Tikka,Pune,North Indian,good,2024-10-27,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY01337,UPI,Success,677,2025-03-10,2025-03,Monday,March,Low,False
O01338,C0334,R0010,P0001,2026-01-19,266,53.2,40,27.0,Delivered,2.0,Aditiya,Delhi,22,Female,2026-04-19,The Green Chutney,Bangalore,South Indian,good,2025-04-24,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY01338,UPI,Success,306,2026-01-19,2026-01,Monday,January,Low,False
O01339,C0193,R0037,P0022,2026-03-21,291,58.2,40,55.0,Delivered,3.8,Pranjal,Pune,56,Female,2026-05-25,The Chaat Chart,Bangalore,Mexican,good,2026-02-26,Vikram,Chennai,Scooter,3,2024-06-25,PAY01339,COD,Success,331,2026-03-21,2026-03,Saturday,March,Low,True
O01340,C0247,R0022,P0038,2025-05-13,1664,332.8,20,52.0,Delivered,3.4,Mahek,Delhi,20,Male,2025-05-02,Naan Stop,Delhi,Nachos,good,2024-01-27,Shiv,Mumbai,Bike,5,2024-03-02,PAY01340,UPI,Success,1684,2025-05-13,2025-05,Tuesday,May,High,False
O01341,C0973,R0099,P0027,2025-02-18,361,72.2,40,36.0,Delivered,4.9,Mahek,Chennai,25,Male,2025-03-25,Wok & Tikka,Pune,SizzlerItalian,good,2025-03-12,Suresh,Delhi,Scooter,2,2023-07-11,PAY01341,Credit Card,Success,401,2025-02-18,2025-02,Tuesday,February,Low,False
O01342,C0692,R0100,P0033,2025-05-25,1185,237.0,20,36.0,Delivered,1.9,Radha,Bangalore,34,Female,2024-07-31,The Green Chutney,Delhi,Chinese,good,2026-04-08,sanjay,Bangalore,Scooter,5,2024-08-29,PAY01342,UPI,Success,1205,2025-05-25,2025-05,Sunday,May,High,True
O01343,C0606,R0015,P0036,2025-08-04,263,52.6,40,43.0,Delivered,1.6,Aditiya,Hyderabad,21,Male,2025-09-07,Wok & Tikka,Bangalore,Nachos,good,2023-07-28,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY01343,UPI,Success,303,2025-08-04,2025-08,Monday,August,Low,False
O01344,C0767,R0043,P0031,2024-07-08,859,0.0,0,,Cancelled,,Siya,Ahmedabad,53,Male,2025-11-19,The Green Chutney,Ahmedabad,Nachos,good,2023-09-22,Vikram,Ahmedabad,Scooter,3,2023-11-25,PAY01344,Debit Card,Refunded,859,2024-07-08,2024-07,Monday,July,Low,False
O01345,C0415,R0069,P0006,2025-06-17,533,106.6,30,47.0,Delivered,3.3,Vihaan,Hyderabad,42,Female,2024-08-28,Tadka Town,Surat,Biryani,good,2023-08-31,Vihaan,Surat,Bike,2,2026-05-23,PAY01345,COD,Success,563,2025-06-17,2025-06,Tuesday,June,Low,False
O01346,C0084,R0088,P0037,2026-01-08,486,97.2,40,20.0,Delivered,2.8,Radha,Hyderabad,44,Male,2026-04-04,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Bajraj,Surat,Scooter,7,2025-05-02,PAY01346,UPI,Success,526,2026-01-08,2026-01,Thursday,January,Low,False
O01347,C0893,R0006,P0001,2024-12-31,1299,259.8,20,37.0,Delivered,4.9,Siya,Bangalore,28,Female,2024-08-23,Naan Stop,Bangalore,Gujarati,good,2024-08-28,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY01347,COD,Success,1319,2024-12-31,2024-12,Tuesday,December,High,False
O01348,C0065,R0097,P0038,2026-01-02,1962,392.4,20,20.0,Delivered,2.7,Mudra,Hyderabad,28,Female,2024-07-06,Wok & Tikka,Hyderabad,North Indian,good,2023-10-31,Shiv,Mumbai,Bike,5,2024-03-02,PAY01348,UPI,Success,1982,2026-01-02,2026-01,Friday,January,High,False
O01349,C0250,R0088,P0046,2024-11-30,421,84.2,40,47.0,Delivered,4.5,Vivan,Chennai,55,Male,2025-05-22,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Kushal,Delhi,Bike,2,2025-02-05,PAY01349,Credit Card,Success,461,2024-11-30,2024-11,Saturday,November,Low,True
O01350,C0355,R0026,P0038,2025-01-30,348,69.6,40,25.0,Delivered,2.8,Arjun,Ahmedabad,59,Female,2024-10-18,Dal Roti Wala,Hyderabad,Biryani,good,2026-05-17,Shiv,Mumbai,Bike,5,2024-03-02,PAY01350,UPI,Success,388,2025-01-30,2025-01,Thursday,January,Low,False
O01351,C0609,R0030,P0049,2025-09-10,321,64.2,40,28.0,Delivered,4.0,Ayushi,Surat,25,Male,2025-10-21,Curry Cartel,Ahmedabad,Mexican,good,2026-01-20,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY01351,UPI,Success,361,2025-09-10,2025-09,Wednesday,September,Low,False
O01352,C0500,R0044,P0033,2024-12-17,795,159.0,30,35.0,Delivered,2.0,Ayushi,Surat,58,Female,2025-06-02,Naan Stop,Pune,Mexican,good,2023-12-05,sanjay,Bangalore,Scooter,5,2024-08-29,PAY01352,Credit Card,Success,825,2024-12-17,2024-12,Tuesday,December,Low,False
O01353,C0466,R0076,P0017,2025-12-11,855,171.0,30,49.0,Delivered,1.2,Aditiya,Mumbai,49,Female,2025-09-30,Dal Roti Wala,Ahmedabad,SizzlerItalian,good,2023-07-28,Shiv,Delhi,Bike,4,2024-12-22,PAY01353,Credit Card,Success,885,2025-12-11,2025-12,Thursday,December,Low,False
O01354,C0247,R0095,P0027,2026-06-17,476,95.2,40,30.0,Delivered,2.8,Mahek,Delhi,20,Male,2025-05-02,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Suresh,Delhi,Scooter,2,2023-07-11,PAY01354,UPI,Success,516,2026-06-17,2026-06,Wednesday,June,Low,False
O01355,C0226,R0045,P0002,2025-03-21,205,41.0,40,39.0,Delivered,1.9,Kishan,Pune,22,Female,2025-05-15,Wok & Tikka,Hyderabad,Biryani,good,2025-05-17,sanjay,Bangalore,Bike,8,2025-10-08,PAY01355,UPI,Success,245,2025-03-21,2025-03,Friday,March,Low,False
O01356,C0887,R0016,P0002,2025-02-13,1974,0.0,0,,Cancelled,,Harsh,Bangalore,60,Male,2026-06-15,Naan Stop,Surat,South Indian,good,2024-01-15,sanjay,Bangalore,Bike,8,2025-10-08,PAY01356,UPI,Refunded,1974,2025-02-13,2025-02,Thursday,February,High,False
O01357,C0486,R0086,P0005,2025-07-02,431,86.2,40,28.0,Delivered,2.3,Kishan,Mumbai,35,Male,2025-01-13,Dal Roti Wala,Delhi,Biryani,good,2025-08-09,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY01357,UPI,Success,471,2025-07-02,2025-07,Wednesday,July,Low,False
O01358,C0908,R0071,P0049,2025-03-12,997,199.4,30,56.0,Delivered,1.9,Kishan,Mumbai,22,Male,2026-02-24,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY01358,UPI,Success,1027,2025-03-12,2025-03,Wednesday,March,Low,False
O01359,C0804,R0084,P0014,2025-09-13,153,30.6,40,43.0,Delivered,4.4,Rishi,Ahmedabad,59,Male,2025-02-23,The Green Chutney,Pune,North Indian,good,2024-12-24,Rajesh,Surat,Bike,8,2026-01-31,PAY01359,Credit Card,Success,193,2025-09-13,2025-09,Saturday,September,Low,True
O01360,C0200,R0023,P0045,2026-02-03,754,150.8,30,59.0,Delivered,2.6,Mudra,Mumbai,43,Female,2026-01-06,Naan Stop,Chennai,Mexican,good,2026-05-26,Vikram,Bangalore,Scooter,5,2024-08-25,PAY01360,UPI,Success,784,2026-02-03,2026-02,Tuesday,February,Low,False
O01361,C0064,R0073,P0025,2025-04-17,636,127.2,30,60.0,Delivered,3.3,Vihaan,Surat,32,Male,2026-04-14,Dal Roti Wala,Pune,Mexican,good,2024-08-09,Vihaan,Pune,Cycle,2,2025-07-14,PAY01361,COD,Success,666,2025-04-17,2025-04,Thursday,April,Low,False
O01362,C0835,R0024,P0046,2025-07-06,139,27.8,40,30.0,Delivered,2.7,Mudra,Mumbai,39,Female,2025-09-09,Naan Stop,Hyderabad,South Indian,good,2025-05-07,Kushal,Delhi,Bike,2,2025-02-05,PAY01362,Credit Card,Success,179,2025-07-06,2025-07,Sunday,July,Low,True
O01363,C0137,R0085,P0049,2026-06-08,836,0.0,0,,Cancelled,,Isha,Mumbai,58,Female,2024-08-26,Naan Stop,Mumbai,South Indian,good,2023-08-16,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY01363,UPI,Refunded,836,2026-06-08,2026-06,Monday,June,Low,False
O01364,C0099,R0074,P0030,2026-03-20,1717,343.4,20,37.0,Delivered,2.1,Pranjal,Surat,24,Male,2025-01-12,The Green Chutney,Pune,Chinese,good,2025-07-27,Suresh,Pune,Scooter,5,2026-02-17,PAY01364,UPI,Success,1737,2026-03-20,2026-03,Friday,March,High,False
O01365,C0248,R0056,P0012,2025-06-17,426,85.2,40,60.0,Delivered,2.1,Pranjal,Chennai,54,Male,2025-07-08,Wok & Tikka,Mumbai,North Indian,good,2025-09-13,Ramesh,Pune,Scooter,0,2024-04-07,PAY01365,UPI,Success,466,2025-06-17,2025-06,Tuesday,June,Low,False
O01366,C0202,R0098,P0005,2024-08-14,211,42.2,40,21.0,Delivered,4.0,Rishi,Mumbai,51,Female,2026-05-03,The Chaat Chart,Mumbai,Mexican,good,2025-08-08,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY01366,UPI,Success,251,2024-08-14,2024-08,Wednesday,August,Low,False
O01367,C0216,R0005,P0032,2024-07-06,476,95.2,40,38.0,Delivered,3.2,Rishi,Mumbai,28,Female,2025-07-25,Tadka Town,Pune,North Indian,good,2024-02-07,sanjay,Delhi,Scooter,1,2025-02-18,PAY01367,COD,Success,516,2024-07-06,2024-07,Saturday,July,Low,True
O01368,C0692,R0014,P0021,2025-04-26,1270,254.0,20,35.0,Delivered,1.8,Radha,Bangalore,34,Female,2024-07-31,The Midnight Masala,Pune,South Indian,good,2025-09-27,Shiv,Mumbai,Scooter,10,2023-07-25,PAY01368,UPI,Success,1290,2025-04-26,2025-04,Saturday,April,High,True
O01369,C0545,R0053,P0018,2024-10-21,614,122.8,30,56.0,Delivered,2.9,Mudra,Ahmedabad,51,Male,2024-07-04,Wok & Tikka,Chennai,Pizza,good,2023-11-10,Bajraj,Pune,Scooter,5,2026-04-20,PAY01369,Debit Card,Success,644,2024-10-21,2024-10,Monday,October,Low,False
O01370,C0748,R0038,P0014,2024-11-21,260,52.0,40,40.0,Delivered,2.8,Krishna,Bangalore,37,Female,2024-09-11,Dal Roti Wala,Chennai,Chinese,good,2025-03-18,Rajesh,Surat,Bike,8,2026-01-31,PAY01370,Credit Card,Failed,300,2024-11-21,2024-11,Thursday,November,Low,False
O01371,C0148,R0097,P0048,2025-01-03,353,70.6,40,48.0,Delivered,1.4,Arjun,Mumbai,35,Female,2026-04-04,Wok & Tikka,Hyderabad,North Indian,good,2023-10-31,Ramesh,Bangalore,Bike,4,2023-09-12,PAY01371,UPI,Success,393,2025-01-03,2025-01,Friday,January,Low,False
